station,tstamp,value,quality,var_name,type
18066001,2021-12-15 15:00:00,63.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 14:30:00,62.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 14:00:00,62.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 13:30:00,62.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 13:00:00,62.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 12:30:00,61.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 12:00:00,61.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 11:30:00,61.6,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 11:00:00,61.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 10:30:00,61.3,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 10:00:00,61.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 09:30:00,60.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 09:00:00,60.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 08:30:00,60.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 08:00:00,60.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 07:30:00,60.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 07:00:00,60.4,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 06:30:00,60.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 06:00:00,59.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 05:30:00,59.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 05:00:00,59.3,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 04:30:00,59.3,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 04:00:00,59.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 03:30:00,59.6,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 03:00:00,59.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 02:30:00,59.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 02:00:00,59.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 01:30:00,59.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 01:00:00,59.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 00:30:00,59.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-15 00:00:00,59.6,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 23:30:00,59.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 23:00:00,59.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 22:30:00,59.3,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 22:00:00,59.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 21:30:00,59.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 21:00:00,59.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 20:30:00,58.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 20:00:00,58.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 19:30:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 19:00:00,58.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 18:30:00,58.6,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 18:00:00,58.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 17:30:00,58.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 17:00:00,59.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 16:30:00,59,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 16:00:00,59.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 15:30:00,59,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 15:00:00,59,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 14:30:00,59.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 14:00:00,59.1,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 13:30:00,59.2,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 13:00:00,59,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 12:30:00,58.6,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 12:00:00,58.5,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 11:30:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 11:00:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 10:30:00,58.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 10:00:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 09:30:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 09:00:00,58.9,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 08:30:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 08:00:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 07:30:00,58.8,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 07:00:00,58.7,Ice - Estimated,Discharge (cfs),provisional
18066001,2021-12-14 06:30:00,58.6,Ice - Estimated,Discharge (cfs),provisional
