station,tstamp,value,quality,var_name,type
16023001,2022-11-01 00:00:00,2.29,Poor,Discharge (cfs),provisional
16023001,2022-10-31 00:00:00,1.93,Poor,Discharge (cfs),approved
16023001,2022-10-30 00:00:00,2.11,Poor,Discharge (cfs),approved
16023001,2022-10-29 00:00:00,2.21,Poor,Discharge (cfs),approved
16023001,2022-10-28 00:00:00,2.15,Poor,Discharge (cfs),approved
16023001,2022-10-27 00:00:00,2.3,Poor,Discharge (cfs),approved
16023001,2022-10-26 00:00:00,2.32,Poor,Discharge (cfs),approved
16023001,2022-10-25 00:00:00,2.44,Poor,Discharge (cfs),approved
16023001,2022-10-24 00:00:00,2.87,Poor,Discharge (cfs),approved
16023001,2022-10-23 00:00:00,3.2,Poor,Discharge (cfs),approved
16023001,2022-10-22 00:00:00,3.02,Poor,Discharge (cfs),approved
16023001,2022-10-21 00:00:00,2.77,Poor,Discharge (cfs),approved
16023001,2022-10-20 00:00:00,2.85,Poor,Discharge (cfs),approved
16023001,2022-10-19 00:00:00,3.04,Poor,Discharge (cfs),approved
16023001,2022-10-18 00:00:00,3.46,Poor,Discharge (cfs),approved
16023001,2022-10-17 00:00:00,3.39,Poor,Discharge (cfs),approved
16023001,2022-10-16 00:00:00,3.11,Poor,Discharge (cfs),approved
16023001,2022-10-15 00:00:00,3.51,Poor,Discharge (cfs),approved
16023001,2022-10-14 00:00:00,3.74,Poor,Discharge (cfs),approved
16023001,2022-10-13 00:00:00,3.38,Poor,Discharge (cfs),approved
16023001,2022-10-12 00:00:00,3.23,Poor,Discharge (cfs),approved
16023001,2022-10-11 00:00:00,3.02,Poor,Discharge (cfs),approved
16023001,2022-10-10 00:00:00,2.84,Poor,Discharge (cfs),approved
16023001,2022-10-09 00:00:00,2.84,Poor,Discharge (cfs),approved
16023001,2022-10-08 00:00:00,2.81,Poor,Discharge (cfs),approved
16023001,2022-10-07 00:00:00,3.09,Poor,Discharge (cfs),approved
16023001,2022-10-06 00:00:00,2.98,Poor,Discharge (cfs),approved
16023001,2022-10-05 00:00:00,3.23,Poor,Discharge (cfs),approved
16023001,2022-10-04 00:00:00,3.24,Poor,Discharge (cfs),approved
16023001,2022-10-03 00:00:00,3.36,Poor,Discharge (cfs),approved
16023001,2022-10-02 00:00:00,3.56,Poor,Discharge (cfs),approved
16023001,2022-10-01 00:00:00,3.72,Poor,Discharge (cfs),approved
16023001,2022-09-30 00:00:00,3.66,Poor,Discharge (cfs),approved
16023001,2022-09-29 00:00:00,3.7,Poor,Discharge (cfs),approved
16023001,2022-09-28 00:00:00,3.95,Poor,Discharge (cfs),approved
16023001,2022-09-27 00:00:00,4.17,Poor,Discharge (cfs),approved
16023001,2022-09-26 00:00:00,4.68,Poor,Discharge (cfs),approved
16023001,2022-09-25 00:00:00,4.55,Poor,Discharge (cfs),approved
16023001,2022-09-24 00:00:00,4.62,Poor,Discharge (cfs),approved
16023001,2022-09-23 00:00:00,4.61,Poor,Discharge (cfs),approved
16023001,2022-09-22 00:00:00,4.45,Poor,Discharge (cfs),approved
16023001,2022-09-21 00:00:00,4.6,Poor,Discharge (cfs),approved
16023001,2022-09-20 00:00:00,4.59,Poor,Discharge (cfs),approved
16023001,2022-09-19 00:00:00,4.76,Poor,Discharge (cfs),approved
16023001,2022-09-18 00:00:00,4.9,Poor,Discharge (cfs),approved
16023001,2022-09-17 00:00:00,4.88,Poor,Discharge (cfs),approved
16023001,2022-09-16 00:00:00,4.76,Poor,Discharge (cfs),approved
16023001,2022-09-15 00:00:00,4.69,Poor,Discharge (cfs),approved
16023001,2022-09-14 00:00:00,4.72,Poor,Discharge (cfs),approved
16023001,2022-09-13 00:00:00,4.67,Poor,Discharge (cfs),approved
16023001,2022-09-12 00:00:00,4.75,Poor,Discharge (cfs),approved
16023001,2022-09-11 00:00:00,4.88,Poor,Discharge (cfs),approved
16023001,2022-09-10 00:00:00,5.24,Poor,Discharge (cfs),approved
16023001,2022-09-09 00:00:00,5.62,Poor,Discharge (cfs),approved
16023001,2022-09-08 00:00:00,5.2,Poor,Discharge (cfs),approved
16023001,2022-09-07 00:00:00,5.38,Poor,Discharge (cfs),approved
16023001,2022-09-06 00:00:00,5.59,Poor,Discharge (cfs),approved
16023001,2022-09-05 00:00:00,5.87,Poor,Discharge (cfs),approved
16023001,2022-09-04 00:00:00,6.57,Poor,Discharge (cfs),approved
16023001,2022-09-03 00:00:00,6.9,Poor,Discharge (cfs),approved
16023001,2022-09-02 00:00:00,7.43,Poor,Discharge (cfs),approved
16023001,2022-09-01 00:00:00,7.82,Poor,Discharge (cfs),approved
16023001,2022-08-31 00:00:00,7.75,Poor,Discharge (cfs),approved
16023001,2022-08-30 00:00:00,8.18,Poor,Discharge (cfs),approved
16023001,2022-08-29 00:00:00,8.46,Poor,Discharge (cfs),approved
16023001,2022-08-28 00:00:00,9.05,Poor,Discharge (cfs),approved
16023001,2022-08-27 00:00:00,9.15,Poor,Discharge (cfs),approved
16023001,2022-08-26 00:00:00,8.43,Poor,Discharge (cfs),approved
16023001,2022-08-25 00:00:00,8.74,Poor,Discharge (cfs),approved
16023001,2022-08-24 00:00:00,8.79,Poor,Discharge (cfs),approved
16023001,2022-08-23 00:00:00,8.52,Poor,Discharge (cfs),approved
16023001,2022-08-22 00:00:00,8.19,Poor,Discharge (cfs),approved
16023001,2022-08-21 00:00:00,7.85,Poor,Discharge (cfs),approved
16023001,2022-08-20 00:00:00,7.93,Poor,Discharge (cfs),approved
16023001,2022-08-19 00:00:00,7.68,Poor,Discharge (cfs),approved
16023001,2022-08-18 00:00:00,6.87,Poor,Discharge (cfs),approved
16023001,2022-08-17 00:00:00,6.37,Poor,Discharge (cfs),approved
16023001,2022-08-16 00:00:00,6.55,Poor,Discharge (cfs),approved
16023001,2022-08-15 00:00:00,6.72,Poor,Discharge (cfs),approved
16023001,2022-08-14 00:00:00,6.41,Poor,Discharge (cfs),approved
16023001,2022-08-13 00:00:00,6.93,Poor,Discharge (cfs),approved
16023001,2022-08-12 00:00:00,7.93,Poor,Discharge (cfs),approved
16023001,2022-08-11 00:00:00,7.58,Poor,Discharge (cfs),approved
16023001,2022-08-10 00:00:00,7.47,Poor,Discharge (cfs),approved
16023001,2022-08-09 00:00:00,7.51,Poor,Discharge (cfs),approved
16023001,2022-08-08 00:00:00,7.48,Poor,Discharge (cfs),approved
16023001,2022-08-07 00:00:00,8.14,Poor,Discharge (cfs),approved
16023001,2022-08-06 00:00:00,8.36,Poor,Discharge (cfs),approved
16023001,2022-08-05 00:00:00,6.65,Poor,Discharge (cfs),approved
16023001,2022-08-04 00:00:00,6.83,Poor,Discharge (cfs),approved
16023001,2022-08-03 00:00:00,7.45,Poor,Discharge (cfs),approved
16023001,2022-08-02 00:00:00,7.8,Poor,Discharge (cfs),approved
16023001,2022-08-01 00:00:00,7.53,Poor,Discharge (cfs),approved
16023001,2022-07-31 00:00:00,7.85,Poor,Discharge (cfs),approved
16023001,2022-07-30 00:00:00,7.94,Poor,Discharge (cfs),approved
16023001,2022-07-29 00:00:00,8.33,Poor,Discharge (cfs),approved
16023001,2022-07-28 00:00:00,9.19,Poor,Discharge (cfs),approved
16023001,2022-07-27 00:00:00,9.55,Poor,Discharge (cfs),approved
16023001,2022-07-26 00:00:00,11.2,Poor,Discharge (cfs),approved
16023001,2022-07-25 00:00:00,10.8,Poor,Discharge (cfs),approved
16023001,2022-07-24 00:00:00,11.9,Poor,Discharge (cfs),approved
16023001,2022-07-23 00:00:00,14,Poor,Discharge (cfs),approved
16023001,2022-07-22 00:00:00,13.5,Poor,Discharge (cfs),approved
16023001,2022-07-21 00:00:00,15.5,Poor,Discharge (cfs),approved
16023001,2022-07-20 00:00:00,15.9,Poor,Discharge (cfs),approved
16023001,2022-07-19 00:00:00,19.5,Poor,Discharge (cfs),approved
16023001,2022-07-18 00:00:00,19.4,Poor,Discharge (cfs),approved
16023001,2022-07-17 00:00:00,26.4,Poor,Discharge (cfs),approved
16023001,2022-07-16 00:00:00,16.8,Poor,Discharge (cfs),approved
16023001,2022-07-15 00:00:00,8.75,Poor,Discharge (cfs),approved
16023001,2022-07-14 00:00:00,9.12,Poor,Discharge (cfs),approved
16023001,2022-07-13 00:00:00,9.37,Poor,Discharge (cfs),approved
16023001,2022-07-12 00:00:00,9.76,Poor,Discharge (cfs),approved
16023001,2022-07-11 00:00:00,9.9,Poor,Discharge (cfs),approved
16023001,2022-07-10 00:00:00,10.1,Poor,Discharge (cfs),approved
16023001,2022-07-09 00:00:00,9.32,Poor,Discharge (cfs),approved
16023001,2022-07-08 00:00:00,9.42,Poor,Discharge (cfs),approved
16023001,2022-07-07 00:00:00,9.26,Poor,Discharge (cfs),approved
16023001,2022-07-06 00:00:00,9.6,Poor,Discharge (cfs),approved
16023001,2022-07-05 00:00:00,9.74,Poor,Discharge (cfs),approved
16023001,2022-07-04 00:00:00,9.17,Poor,Discharge (cfs),approved
16023001,2022-07-03 00:00:00,8.96,Poor,Discharge (cfs),approved
16023001,2022-07-02 00:00:00,8.55,Poor,Discharge (cfs),approved
16023001,2022-07-01 00:00:00,8.09,Poor,Discharge (cfs),approved
16023001,2022-06-30 00:00:00,8.49,Poor,Discharge (cfs),approved
16023001,2022-06-29 00:00:00,9.56,Poor,Discharge (cfs),approved
16023001,2022-06-28 00:00:00,9.7,Poor,Discharge (cfs),approved
16023001,2022-06-27 00:00:00,9.61,Poor,Discharge (cfs),approved
16023001,2022-06-26 00:00:00,10,Poor,Discharge (cfs),approved
16023001,2022-06-25 00:00:00,13.4,Poor,Discharge (cfs),approved
16023001,2022-06-24 00:00:00,8.73,Poor,Discharge (cfs),approved
16023001,2022-06-23 00:00:00,8.2,Poor,Discharge (cfs),approved
16023001,2022-06-22 00:00:00,8.21,Poor,Discharge (cfs),approved
16023001,2022-06-21 00:00:00,8.44,Poor,Discharge (cfs),approved
16023001,2022-06-20 00:00:00,8.92,Poor,Discharge (cfs),approved
16023001,2022-06-19 00:00:00,9.63,Poor,Discharge (cfs),approved
16023001,2022-06-18 00:00:00,10.6,Poor,Discharge (cfs),approved
16023001,2022-06-17 00:00:00,10.8,Poor,Discharge (cfs),approved
16023001,2022-06-16 00:00:00,10.6,Poor,Discharge (cfs),approved
16023001,2022-06-15 00:00:00,13,Poor,Discharge (cfs),approved
16023001,2022-06-14 00:00:00,15,Poor,Discharge (cfs),approved
16023001,2022-06-13 00:00:00,17.2,Poor,Discharge (cfs),approved
16023001,2022-06-12 00:00:00,18.4,Poor,Discharge (cfs),approved
16023001,2022-06-11 00:00:00,19.9,Poor,Discharge (cfs),approved
